name,code,state,lat,lon
PANKI,PNK, ,26.459172,80.236441
SIMALUGURI JN,SLGR,Assam,26.917281,94.756816
SHAHGARH,SG,Uttar Pradesh,28.559235,80.043015
MANGAON,MNI,Maharashtra,18.247286,73.275679
Karimganj Junction,KXJ,Assam,24.860717,92.373769
HARWADA,HAA,Karnataka,14.740762,74.259657
ANKOLA,ANKL,Karnataka,14.645347,74.332936
SAIDABAD,SDC,Uttar Pradesh,25.379137,82.120195
CHENNAI EGMORE,MS, ,13.077678,80.260193
KARAVADI,KRV, ,15.553014,80.113156
AMMANABROLU,ANB, ,15.596402,80.148353
KOLANUKONDA,KAQ, ,16.448173,80.604782
KRISHNA CANAL,KCC, ,16.477152,80.604553
Sitapuram Halt,SPRM,Orissa,18.814443,83.982854
Shivalingapuram,SLPM,Andhra Pradesh,18.196655,83.066187
VIJAYAWADA JN,BZA, ,16.518262,80.618648
Rayakkottai,RYC,Tamil Nadu,12.514891,78.027508
GUNADALA,GALA, ,16.537426,80.667911
Shewbabudih,SBW,Jharkhand,23.659482,86.390668
MUSTABADA,MBD, ,16.546882,80.731768
GANNAVARAM,GWM, ,16.555839,80.795715
PEDDA AVUTAPALE,PAVP, ,16.562545,80.839432
Sagardighi,SDI,West Bengal,24.287789,88.105398
Seydunganallur,SDNR,Tamil Nadu,8.639358,77.834992
RATNAL,RUT,Gujarat,23.186898,69.897403
ERNAKULAM JN,ERS, ,9.969542,76.290672
Dakor,DK, ,22.747203,73.1585918
Mangli,MGLI, ,20.643536,79.666123
Sonadanga,SVH,West Bengal,23.636393,88.354092
SAMBA,SMBX,Jammu and Kashmir,32.528358,75.120256
Seroni Road,SEX,Madhya Pradesh,25.943966,76.884471
SOMESAR,SOS,Rajasthan,25.520226,73.450999
Suku,SUKU,Orissa,18.714329,82.726061
PARANUR,PWU, ,12.7302,79.98366
SINGAPERUMAL KOIL,SKL, ,12.76246043,80.00105896
MARAIMALAM NAGAR,MMNK, ,12.79662,80.019875
KATTANGULATTUR,CTM, ,12.805715,80.026118
POTHERI HALT,POTI, ,12.820868,80.03693
TRISULAM,TLM, ,12.98064,80.166111
MINAMBAKKAM,MN, ,12.98432,80.174625
PALAVANTHANGAL,PZA, ,12.990115,80.186651
ST THOMAS MOUNT,STM, ,12.994906,80.199392
GUINDY,GDY, ,13.007672,80.211922
SAIDAPET,SP, ,13.02415,80.224183
MAMBALAM,MBM, ,13.038154,80.228164
KODAMBAKAM,MKK, ,13.052566,80.231305
NUNGAMBAKKAM,NBK, ,13.065363,80.232742
CHENNAI CHETPAT,MSC, ,13.074663,80.24337
SUKRITIPUR,SQF,Assam,24.913078,92.582849
SERNDANUR,SXR,Tamil Nadu,11.869105,79.518251
PAROR,PRAR,Himachal Pradesh,32.08098,76.460155
HANUMANAHALLI,HNH,Karnataka,14.35894762,75.99878145
SAMPIGE ROAD,SPGR,Karnataka,13.270203,76.760983
SAPATGRAM,SPX,Assam,26.334709,90.109558
SADDA SINGHWALA,SSZ,Punjab,30.02825581,75.32479556
CHOWRIGACHA,CWLE,West Bengal,23.942472,88.186451
LALPUR UMRI,LRU,Rajasthan,26.429998,76.680536
MOKHOLI,MXL,Rajasthan,26.160967,76.460845
TORANAGALLU,TNGL,Karnataka,15.203137,76.663924
SISVINHALLI,SVHE,Karnataka,15.43003605,75.31936155
LAKSHMIPUR,LKX,West Bengal,23.502512,88.302374
MIYAGAM KARJAN JUNCTION NG,MYGL, ,22.050132,73.119763
SHIVRAMPUR,SWC,Uttar Pradesh,25.219375,80.826783
SINGHPUR DUMRA,SPDM,Madhya Pradesh,25.06578142,79.89649549
DUMURDAHA,DMLE,West Bengal,23.040053,88.432662
SARDARGARH,SRZ,Rajasthan,29.364244,73.740791
DALADI,DL,Gujarat,22.585067,71.069304
VADODARA D CABIN,BRGY, ,22.344458,73.159087
MUMBAI CST,CSTM,Maharashtra,18.944481,72.836903
KANTHAN JN,KNHN, ,21.225502,79.238908
MALIHABAD,MLD, ,26.930598,80.715032
GONDIA JN,G, ,21.462435,80.190842
Semai,SYF,Madhya Pradesh,26.282698,77.516308
Soorothee,SRTE,Rajasthan,26.657818,77.702774
DEVBALODA CHARODA,DBEC, ,21.21335,81.45049
SHORANUR JN,SRR, ,10.758855,76.272196
LATIA CABIN,LATI, ,22.027897,82.402106
BELPAHAR,BPH, ,21.8272123,83.8490763
Shirsai,SSI,Maharashtra,18.314696,74.578044
BIR SHIBPUR,BSBP, ,22.473359,88.053112
MAURIGRAM,MRGM, ,22.58015403,88.2560779
Sivapur,SPV,Karnataka,13.647065,75.939298
Sagar Jambagaru,SRF,Karnataka,14.142728,75.154712
Shampura,SMPA,Rajasthan,25.222941,75.233108
DHANA KHERLI,DXK,Uttar Pradesh,26.950169,77.535779
RUPBAS,RBS,Rajasthan,26.99038038,77.59096323
FATEHPUR SIKRI,FTS,Uttar Pradesh,27.093989,77.670597
PATHAULI,PTLI,Uttar Pradesh,27.15684319,77.92459376
TANGUTURU,TNR, ,15.337535,80.033546
ONGOLE,OGL, ,15.498064,80.057404
ROSHAN MAU,RMW, ,26.479318,79.984729
MAITHA,MTO, ,26.476492,80.025181
MADGAON,MAO,Goa,15.267911,73.970724
SAMBRE,SXB,Karnataka,15.891068,74.593121
SHENOLI,SNE,Maharashtra,17.200729,74.252881
SEHRAMAU,SW,Uttar Pradesh,28.360763,80.296582
NAGRAKOTA,NKB,West Bengal,26.885533,88.917581
GAROPARA,GRU,West Bengal,26.65743767,89.4852617
Shimiliaguda,SMLG,Andhra Pradesh,18.30364,82.957105
Taherpur,THP,West Bengal,23.259379,88.543119
VYASARPADI JEEVA,VJM, ,13.108338,80.256873
PERAMBUR,PER, ,13.10702,80.244533
ANDHERI,ADH,Maharashtra,19.1174289,72.846853
Sindewahi,SYE,Maharashtra,20.2955,79.668805
Suskal,SSKL,Gujarat,22.316377,73.806077
Srungavarapukota,SUP,Andhra Pradesh,18.116239,83.132531
CHENGALPATTU,CGL, ,12.692864,79.981519
GOT,GOT,Uttar Pradesh,28.870965,78.823001
TAKHA,TKHA,Uttar Pradesh,27.135743,78.767259
Dharampur Himachal,DMP,Himachal Pradesh,30.900491,77.023914
TADWAL,TVL,Maharashtra,17.393191,75.975729
UDAIPUR CITY,UDZ,Rajasthan,24.566862,73.699632
UMRA,UMRA,Rajasthan,24.522588,73.771734
TITTE,TT,Tamil Nadu,10.844904,79.1834
Tangarbasuli,TGB,Jharkhand,23.374032,85.06380544
KANGRA MANDIR,KGMR,Himachal Pradesh,32.09449,76.276521
TONDAMANPATTI,TOM,Tamil Nadu,10.786552,78.823761
KOTMI SONAN HLT,KTSH, ,22.024158,82.360215
TIRUVERUMBUR,TRB,Tamil Nadu,10.787167,78.776419
PIPARIYA,PPI,Madhya Pradesh,22.753941,78.354538
MANDWA,MWA,Madhya Pradesh,21.517291,76.389861
NEPANAGAR,NPNR,Madhya Pradesh,21.463933,76.397032
UPLETA,UA,Gujarat,21.746916,70.282434
SAVDA,SAV,Maharashtra,21.111116,75.910659
HOSDURGA ROAD,HSD,Karnataka,13.86327375,76.13323312
Tanakallu,TKU,Andhra Pradesh,13.922427,78.201224
SINGARAYAKONDA,SKM, ,15.253118,80.027126
AMBIAPUR,AAP, ,26.515364,79.826878
TIRUPATTUR JN,TPT, ,12.497951,78.561419
Vayalpad,VLD,Andhra Pradesh,13.634506,78.624967
CHHOTA AMBANA,CAM, ,23.76275318,86.57461305
PAPINAYAKNAHALI,PKL,Karnataka,15.236109,76.490876
LATTERI,LTI, ,12.966994,79.065255
Topokal,TPQ,Chhattisgarh,19.00708,81.878645
KAVANUR,KVN, ,12.948577,78.969273
CHINTALPALLI,CLE,Andhra Pradesh,17.914856,79.701487
GUDIYATTAM,GYM, ,12.937471,78.916157
JHINJHAK,JJK, ,26.554994,79.734225
VALATHOOR,VLT, ,12.889517,78.839324
UDHAMPUR,UHP,Jammu and Kashmir,32.92664,75.154881
MELPATTI,MPI, ,12.859507,78.797049
AMBUR,AB, ,12.782934,78.721266
VINNAMANGALAM,VGM, ,12.728899,78.678716
VANIYAMBADI,VN, ,12.678487,78.621651
TARGAON,TAZ,Maharashtra,17.514242,74.155817
Tulsipur,TLR,Uttar Pradesh,27.53176993,82.41140968
SANDILA,SAN, ,27.059455,80.517354
Talgaria,TLE,Jharkhand,23.681626,86.335511
RAHIMABAD,RBD, ,26.99934325,80.6006388
KARANJADI,KFD,Maharashtra,17.998115,73.404252
MELALATHUR,MEH, ,12.917803,78.875384
Tingrai,TII,Assam,27.464468,95.535143
UMARDASHI,UM,Gujarat,24.10032097,72.42056256
VIRINCHIPURAM,VJ, ,12.961297,79.024717
GANDHIDHAM BG,GIMB, ,23.069086,70.147754
CHENNAI CENTRAL,MAS, ,13.0847613,80.2748563
PERAMBUR LOCOMOTIVE WORKS,PEW, ,13.107826,80.225105
SENJI PANAMBAKKAM,SPAM, ,13.093945,79.83276
THANA BHAWAN,THBN,Uttar Pradesh,29.59266321,77.41043377
Tempa,TEP,Maharashtra,20.678242,79.605223
MARUDUR,MUQ,Tamil Nadu,10.914737,78.450293
Vadlamannadu,VMD,Andhra Pradesh,16.300176,81.098875
UNDI,UNDI,Andhra Pradesh,16.58037548,81.46418718
EKSARI HALT,EKH,Bihar,25.134973,85.889325
Bettahalsoor,TLS,Karnataka,13.166876,77.606186
Tadakalpudi,TPY,Andhra Pradesh,17.530163,80.532205
Udgir,UDGR,Maharashtra,18.39060183,77.10994304
KULITTHURAI,KZT,Tamil Nadu,8.302348,77.218817
PADALAM,PTM, ,12.590197,79.950844
OTIVAKKAM,OV, ,12.623128,79.975653
TIRUMANI,TRX, ,12.670639,79.988514
UKHALI,UKH,Maharashtra,18.912675,76.605814
Bhaga Junction,VAA,Jharkhand,23.723331,86.405555
SIMARIA,SAE, ,25.410723,86.013734
KAZIPET TOWN,KZJT, ,17.983151,79.517705
KAZIPET E CABIN,KZJE, ,17.975697,79.561183
VELLORE CANT,VLR,Tamil Nadu,12.910718,79.127493
UGARPUR,UGP,Uttar Pradesh,27.351481,79.511652
Vadhvana,VAN,Gujarat,22.152185,73.487264
VITHISVARANKOL,VDL,Tamil Nadu,11.195825,79.703785
AONLA,AO,Uttar Pradesh,28.296051,79.16915
DABHAURA,DBR,Uttar Pradesh,25.11793,81.303125
NARSINGHPUR,NU,Madhya Pradesh,22.943112,79.214385
GADARWARA,GAR,Madhya Pradesh,22.899459,78.791734
JUJHARPUR,JUH, ,22.604977,77.75641
KHAMANON,KMNN, ,30.775754,76.488695
AMLO,AMLO, ,23.768893,85.980234
AMMASANDRA,AMSA,Karnataka,13.264571,76.7114857
GORINJA,GRJA,Gujarat,22.17599113,69.04119418
GATORA,GTW, ,22.053427,82.22767
VELLIYANI,VEI,Tamil Nadu,10.841,78.114795
DALELNAGAR,DLQ, ,27.118537,80.419624
VILAVADE,VID,Maharashtra,16.785593,73.619321
KUMTA,KT,Karnataka,14.436871,74.420652
PHAPHUND,PHD, ,26.63211832,79.55425521
KANCHAUSI,KNS, ,26.59792371,79.63542606
Venkatagiri Kote Halt,VTE,Karnataka,13.32831,77.73159
AMGURI,AGI,Assam,26.812601,94.524011
ANUPPAMBATTU,APB, ,13.304293,80.230769
PONNERI,PON, ,13.332319,80.198799
KAVARAIPPETTAI,KVP, ,13.36347,80.146879
GUMMIDIPUNDI,GPD, ,13.409631,80.123431
ELAVUR,ELR, ,13.458351,80.116178
ARAMBAKKAM,AKM, ,13.532686,80.074371
TADA,TADA, ,13.587948,80.035435
ASHOKAPURAM,AP,Karnataka,12.273762,76.635315
AKKAMPET,AKAT, ,13.64910607,80.01886341
SULLURUPETA,SPE, ,13.696463,80.018161
POLIREDDIPALEM,PEL, ,13.7594908,79.98002648
ALLAHABAD CITY,ALY,Uttar Pradesh,25.44241,81.829736
DORAVARI CHATRAM,DVR, ,13.814297,79.951308
VISHRAMBAG,VRB,Maharashtra,16.85057,74.602231
NAYADUPETA,NYP, ,13.908321,79.900898
Udwant Nagar Halt,UWNR,Bihar,25.496532,84.611313
PEDAPARIYA,PYA, ,14.021481,79.875372
ODUR,ODUR, ,14.072185,79.855368
GUDUR JN,GDR, ,14.148227,79.845121
MANUBOLU,MBL, ,14.226551,79.87707
KOMMARAPUDI,KMLP, ,14.257777,79.893501
DUGGIRALA,DIG, ,16.327559,80.62357
Umred,URR,Maharashtra,20.850672,79.330741
Tirumayam,TYM,Tamil Nadu,10.246016,78.759423
Unchahar Junction,UCR,Uttar Pradesh,25.902315,81.300143
GAROBIGHA HALT,GBHA, ,24.826792,85.467153
Amlakhurd,AMX,Madhya Pradesh,21.510235,76.650685
TIRVNLNLUR ROAD,TVNL, ,11.798583,79.380205
KANDAMBAKKAM,KDMD, ,11.811502,79.386975
VILLUPURAM JN,VM, ,11.942971,79.500101
MUNDILYAMPAKKAM,MYP, ,11.99568049,79.51168651
VIKRAVANDI,VVN, ,12.037928,79.538038
PERANI,PEI, ,12.104212,79.552577
NEDI MOLLYANUR,NMO, ,12.128075,79.56707
MAILAM,MTL, ,12.160501,79.6022
TINDIVANAM,TMV, ,12.229411,79.651335
PANCHALAM,PCLM, ,12.275612,79.691931
OLAKUR,OLA, ,12.306463,79.721919
KARASANGAL,KSGL, ,12.333838,79.749958
TOZHUPPEDU,TZD, ,12.367081,79.783575
ACHARAPAKKAM,ACK, ,12.406776,79.821722
MELMARUVATTUR,MLMR, ,12.429554,79.833801
Vachaspati Nagar,VPH,Bihar,26.400204,86.325158
PAKKAM,PQM, ,12.465125,79.850569
Vadtal Swaminarayan,VTL,Gujarat,22.591636,72.876748
MADURANTAKAM,MMK, ,12.50442,79.893087
GOREGAON,GMN,Maharashtra,19.164447,72.849389
WADRENGDISA,WDA,Assam,25.263973,93.177527
Bap,BAF,Rajasthan,27.28818218,72.32740792
AHMADGARH,AHH,Punjab,30.683642,75.829518
Angai,AGE,Rajasthan,26.606593,77.46692
ASHTI,AHI,Maharashtra,17.84473678,75.40306979
ALAPAKAM,ALP,Tamil Nadu,11.61780334,79.72722737
BHATANGLI,BANL,Maharashtra,18.446007,76.678145
AMAN VADI,AMW,Maharashtra,20.300507,77.065281
ADIYAKKAMANGALAM,AYM,Tamil Nadu,10.756748,79.68058
ASARVA JN,ASV,Gujarat,23.043981,72.612937
AMMAPET,AMT,Tamil Nadu,10.779506,79.315738
ATARI,ATT,Punjab,31.594934,74.607241
JAJAN PATTI,JJA,Rajasthan,27.354894,77.573854
ARASUR,ARS,Tamil Nadu,11.270467,79.724704
KHANDIP,KNDP,Rajasthan,26.641031,76.911821
Yedamangala,YDM,Karnataka,12.714668,75.443085
NARAYANPUR TATWAR,NNW,Rajasthan,26.344259,76.635578
BANDRA,BA,Maharashtra,19.05445443,72.84045439
ARNEJ,AEJ,Gujarat,22.582088,72.268322
NANDIYAMPAKKAM,NPKM, ,13.268081,80.2758
DUNDI,DDCE,Madhya Pradesh,23.557854,80.216657
GURRA,GRO,Madhya Pradesh,22.632067,77.86729
KAVALI,KVZ, ,14.915993,79.988271
TETTU,TTU, ,15.042824,80.005821
ULAVAPADU,UPD, ,15.167112,80.013364
KHUTWANSA,KTZ,Madhya Pradesh,22.545189,77.602425
KHIRKIYA,KKN,Madhya Pradesh,22.166444,76.859447
Bhaili,BALI,Gujarat,22.26624501,73.13197684
Arantangi,ATQ,Tamil Nadu,10.16446906,78.99684814
AGRADWIP,AGAE,West Bengal,23.58096,88.226117
DASHNAGAR,DSNR, ,22.59863362,88.30780299
TIKIAPARA,TPKR, ,22.599036,88.324322
Amalpur,AMLP,Gujarat,22.161144,73.508313
Anupshahr,AUS,Rajasthan,28.94795111,75.2112298
Aslu,ASLU,Rajasthan,28.368988,75.074842
GHASARA HALT,GHSR, ,26.72284,79.360808
ACHALDA,ULD, ,26.701949,79.404392
Ateli,AEL,Haryana,28.100118,76.253105
WATHAR,WTR,Maharashtra,17.89054,74.135767
VALHA,WLH,Maharashtra,18.18363474,74.16055393
Bandar P.H.,BAAR,West Bengal,22.052122,88.086816
Amreli,AE,Gujarat,21.607831,71.228012
MASIT,MST, ,27.269929,80.257914
BAGHAULI,BGH, ,27.228081,80.296314
TALOJA PANCHAND,TPND,Maharashtra,19.078901,73.087316
ADAVALI,ADVI,Maharashtra,16.921753,73.592514
AMARGOL,AGL,Karnataka,15.41179212,75.09820837
ARJANSAR,AS,Rajasthan,28.933796,73.871969
Barhara Kothi,BAKT,Bihar,25.776942,87.096319
Campierganj,CM,Uttar Pradesh,27.05777,83.267384
Dabhoi Junction,DB,Gujarat,22.137755,73.415466
ULUNDURPET,ULU, ,11.702177,79.317787
AMAGURA,AGZ,Chhattisgarh,19.068103,82.147342
AMBAGAON,AGB,Chhattisgarh,19.062527,82.239507
MATYAKHERI HALT,MYKR, ,24.309449,74.951915
B L DASPURI,BBLK,Uttar Pradesh,27.31699936,79.36351861
ARNI ROAD,ARV,Tamil Nadu,12.630801,79.209033
Bari,BARI,Rajasthan,26.65005846,77.61817468
Batala Junction,BAT,Punjab,31.8214816,75.1944316
BABHULGOAN,BBV,Maharashtra,17.778326,75.383427
Arseni,ASI,Uttar Pradesh,27.243104,80.39386
ANDANAPPETTAI,APE,Tamil Nadu,10.758823,79.844096
BEOHARI,BEHR,Madhya Pradesh,24.0002687,81.3797154
Arjunahalli,ARNH,Karnataka,12.512857,76.391729
Bagthar,BFG,Uttar Pradesh,26.79623183,77.52218903
BARA,BBAR,Madhya Pradesh,24.001215,81.211862
Bidyadharpur,BDYP,West Bengal,22.425122,88.452872
ASAN,ASAN,Haryana,29.40129,76.882594
ATUL,ATUL,Gujarat,20.54459335,72.92713359
Amoni,AONI,Assam,26.448121,92.919609
HARDOI,HRI, ,27.399414,80.147877
BAGHI BARDIHA,BBE,Bihar,24.953077,85.623332
BAGHI GHAUSPUR,BFX,Bihar,25.051952,85.684033
BADANAVALU,BDV,Karnataka,12.0755655,76.74904447
PADUGUPADU,PGU, ,14.496976,79.989954
KODAVALURU,KJJ, ,14.564331,79.994908
TALAMANCHI,TMC, ,14.607124,79.998171
ALLURU ROAD,AXR, ,14.710541,79.989036
BITRAGUNTA,BTTR, ,14.7685848,79.983146
S VENKTESWRPALM,SVPM, ,14.806671,79.982262
KARANPURA,KPO, ,27.12304679,76.77836492
BHUDA,BUDA, ,27.12898602,76.81453797
MANDAWAR MAHUA RD,MURD, ,27.15609766,76.85082269
Anand Nagar,ANDN,Uttar Pradesh,27.103714,83.270698
GHOSRANA,GOS, ,27.179904,76.90338
DANTLA,DTF, ,27.19715121,76.96107011
KHERLI,KL, ,27.20025677,77.03642447
Arakku,ARK,Andhra Pradesh,18.333991,82.86256
TARCHERRA BRLRM,TBL, ,27.205008,77.104134
NADBAI,NBI, ,27.21367431,77.20808751
PAPRERA,PPEA, ,27.226004,77.308829
HELAK,HK, ,27.234442,77.378757
BHARATPUR JN,BTE, ,27.237107,77.488613
Attar,ATR,Madhya Pradesh,21.998734,76.204918
NOH BACHHAMDI,NHB, ,27.223369,77.546395
IKRAN,IK, ,27.211065,77.608741
CHIKSANA,CIK, ,27.199896,77.663925
Arumuganeri,ANY,Tamil Nadu,8.579144,78.091842
Banka,BAKA,Bihar,24.86590103,86.91169349
ACHHNERA JN,AH, ,27.18176023,77.7578389
TUNDLA JN,TDL, ,27.207747,78.233285
CHIK BANAVAR,BAW,Karnataka,13.073539,77.506341
PAVUNUR,PVN, ,11.600544,79.315806
Bugana,BFN,Haryana,29.25882219,75.82781506
Anandapuram,ANF,Karnataka,14.073324,75.209164
Barbil,BBN,Odisha,22.104577,85.369058
HIRANGAON,HNG, ,27.175703,78.314619
FIROZABAD,FZD, ,27.147415,78.386691
MAKKHANPUR,MNR, ,27.119485,78.4715
SHIKOHABAD JN,SKB, ,27.085686,78.574955
KAURARA,KAA, ,27.029,78.664813
BHADAN,BDN, ,26.9793918,78.7374946
BALRAI,BBL, ,26.92050239,78.82371022
JASWANTNAGAR,JGR, ,26.872978,78.893731
SARAI BHOPAT,SB, ,26.837847,78.944709
ETAWAH,ETW, ,26.78597,79.021502
EKDIL,EKL, ,26.76628,79.116455
BHARTHANA,BNT, ,26.7502248,79.2163612
DABOLIM,DBM,Goa,15.389334,73.849937
AUWA,AUWA,Rajasthan,25.665207,73.564613
JAIPUR,JP, ,26.920203,75.786923
Beldanga,BEB,West Bengal,23.9320594,88.2429681
BOHALI,BHLI,Maharashtra,17.58877327,75.27417044
BHAINSWAN,BASN,Haryana,29.094392,76.680769
Bhayna,BHNA,West Bengal,23.31226134,88.64165886
BHANDARIDAH,BHME, ,23.75667293,86.05509864
BHUCHCHU,BCU,Punjab,30.209882,75.0951862
BHILWARA,BHL,Rajasthan,25.3435508,74.6307734
KAVAS,KVA,Rajasthan,25.867466,71.538716
BANDANWARA,BDW,Rajasthan,26.1253008,74.6913786
Bijauria,BJV,Uttar Pradesh,28.574785,79.655274
Barhaj Bazar,BHJ,Uttar Pradesh,26.283912,83.731497
DAHANU ROAD,DRD,Maharashtra,19.991217,72.743368
BHAJERA,BJRA, ,27.10077459,76.65687449
BASAI DHANKOT,BDXT,Haryana,28.464735,76.983187
Bochasan Junction,BCHN,Gujarat,22.402073,72.847673
Bhattu,BHT,Haryana,29.387323,75.34013
SIHORA ROAD,SHR,Madhya Pradesh,23.467136,80.110265
SURGAON BANJARI,SGBJ,Madhya Pradesh,21.946109,76.544215
Bhader,BADR,Gujarat,21.36507,70.928979
TITVALA,TLA, ,19.296504,73.202714
BAJUD,BJUD,Gujarat,21.736131,71.827925
KUDALNAGAR,KON, ,9.944876,78.108666
Budhsinghwala,BDSW,Rajasthan,29.83170841,74.22266068
BEAWAR,BER,Rajasthan,26.1089078,74.3149711
Bogada,BGDA,Orissa,20.27871423,86.58817179
Awa Garh,AWG,Uttar Pradesh,27.464247,78.4734
SHAHBAZ KULI,SBK,Uttar Pradesh,25.632101,83.674653
ENNORE,ENR, ,13.21819572,80.32212448
NELLORE SOUTH,NLS, ,14.444475,79.983464
AMRITVEL,AVL,Gujarat,21.077372,71.679671
NELLORE,NLR, ,14.460592,79.989383
BAGALIA,BGA,West Bengal,23.44693617,86.51904643
BERO,BERO,West Bengal,23.548271,86.726609
MAKUDAN VIRAPANDI BLOCK HUT,DVBH, ,11.580796,78.037941
Avati,AVT,Karnataka,13.299092,77.726679
Bamhani Banjur,BIV,Madhya Pradesh,22.438916,80.324566
Budge Budge,BGB,West Bengal,22.49310248,88.19469228
UMESHNAGAR,UMNR,Bihar,25.461085,86.431195
BASUDEBPUR,BDBP,Bihar,24.63552704,87.9825355
MULI ROAD,MOL,Gujarat,22.676562,71.43486
AZARA,AZA,Assam,26.09934,91.613927
Balenahalli,BAHI,Karnataka,14.250321,76.566376
BHUDPUR,BDHP,Uttar Pradesh,29.21809388,77.2911683
SAMHON,SHW, ,26.734186,79.320694
PATA,PATA, ,26.6666191,79.47941834
PARA JANI HALT,PJY, ,26.596933,79.634896
RURA,RURA, ,26.485377,79.908216
BHAUPUR,BPU, ,26.46811536,80.12429014
KANPUR CENTRAL,CNB, ,26.45424,80.350966
CHAKERI,CHK, ,26.38116,80.406546
SIRSAUL,SSL, ,26.297301,80.462852
RAMVA,RAMA, ,25.89115342,80.85329936
Bhikhna Thori,BKF,Bihar,27.333596,84.61057
Bagha Jatin,BGJT,West Bengal,22.482615,88.387421
Baghuapal,BGPL,Orissa,21.042219,86.013166
Bihar Sharif,BEHS,Bihar,25.206116,85.5390747
Bhairabi,BHRB,Mizoram,24.19545969,92.54106045
BIRADHWAL,BDWL,Rajasthan,29.17411681,73.89651623
BASNI,BANE,Rajasthan,26.222963,73.010639
BIHARA,BHZ,Assam,24.9628178,92.689054
BAHERI,BHI,Uttar Pradesh,28.777391,79.5003221
BADLA GHAT,BHB,Bihar,25.5537629,86.5871439
BIJAINAGAR,BJNR,Rajasthan,25.931003,74.6530589
BAGAHAI ROAD,BGHI,Madhya Pradesh,24.555903,81.018663
BADODAR,BDDR,Gujarat,21.361073,70.295846
Birnagar,BIJ,West Bengal,23.2358754,88.551252
BIJNOR,BJO,Uttar Pradesh,29.3856298,78.1468047
BEHULA,BHLA,West Bengal,23.1819674,88.4287921
BILASPUR ROAD,BLQR,Uttar Pradesh,28.865601,79.254263
Barahat,BHLE,Bihar,24.92060047,87.0100838
BALAGARH,BGAE,West Bengal,23.1215453,88.4525522
BIJURI,BJRI,Madhya Pradesh,23.2503386,82.1189461
BHATIYA,BHTA,Gujarat,22.0881542,69.2803623
BOKARO THERMAL,BKRO, ,23.7851503,85.8755782
CHACHER,CHCR, ,21.241422,79.354918
DHANOLI,DNL, ,21.32210987,80.42759081
Lalitgram,LLP,Bihar,26.35666473,87.01226592
NAYDONGRI,NI, ,20.34843095,74.83663308
HOWRAH JN. CABIN,HJN, ,22.583533,88.342811
PIMPAR KHED,PKE, ,20.30745533,74.75599973
PANJHAN,PJN, ,20.275504,74.606561
HISVAHAL,HSL, ,20.283239,74.57099
PANEVADI,PNV, ,20.26527,74.494903
MANMAD JN,MMR, ,20.249887,74.438305
BLOCK AND CATCH SIDING CABINE NO.3,TGR3, ,19.674468,73.485951
BADANAGUPPE,BDGP,Karnataka,11.990316,76.861228
KALYAN JN,KYN, ,19.234716,73.12974
PITAMBARPUR,PMR, ,28.200105,79.538072
BANSI PAHARPUR,BIQ,Rajasthan,26.93277,77.457241
CHITRAPUR HALT,CTTP,Karnataka,14.036148,74.536566
BORHAT,BFD,Assam,27.164263,95.277512
BELGAUM,BGM,Karnataka,15.8492433,74.5095639
BAIRGANIA,BGU,Bihar,26.738282,85.273334
Biggabas Ramsara,BGRM,Rajasthan,28.04769242,74.20154743
BEML Nagar,BEML,Karnataka,12.9786413,78.24197815
BAKSHI KA TALAB,BKT,Uttar Pradesh,26.983452,80.922331
Bhopatpur,BFPA,Uttar Pradesh,28.3754641,79.8051375
BIJAPUR,BJP,Karnataka,16.8310603,75.7400012
Bheslana,BILA,Rajasthan,27.065209,75.304187
VEJANDLA,VJA,Andhra Pradesh,16.237226,80.519729
SANGAM JAGARLAMUDI,SJL,Andhra Pradesh,16.246589,80.570521
Bodeli,BDE,Gujarat,22.2701906,73.7165798
GCAB,GCAB, ,21.204608,81.431558
BHILAI,BIA, ,21.2025983,81.4217238
BHILAI POWER HOUSE,BPHB, ,21.208119,81.375901
BHILAI NAGAR,BQR, ,21.2013382,81.3343451
BARKA,BADK,Uttar Pradesh,29.07256469,77.27330216
Badakhandita,BDKT,Orissa,20.3654487,86.08383554
Bela,BELA,Bihar,24.97843,84.981353
VEDAYAPALEM,VDE, ,14.404478,79.957106
TIRUVALLUR,TRL, ,13.115764,79.913105
Bidar,BIDR,Karnataka,17.9116836,77.5137793
WIMCO NAGAR,WCN, ,13.180491,80.305807
KATHIVAKKAM,KAVM, ,13.204344,80.316742
VENKATACHALAM,VKT, ,14.327256,79.92732
Bahram,BHM,Punjab,31.197575,75.894193
Bageshapura,BGPA,Karnataka,13.14380344,76.22935519
Becharji,BHRJ,Gujarat,23.516602,72.029413
SURAREDDIPALEM,SDM, ,15.407571,80.045682
POWERPET,PRH, ,16.713189,81.106602
UNGUTURU,VGT, ,16.824498,81.42356
BRAHMANAGUDEM,BMGM, ,16.93025821,81.67527695
KADIYAN,KYM, ,16.914338,81.832674
BALABHADRAPURAM,BBPM, ,16.96580143,82.00037566
NARASINGAPALLI,NASP, ,17.606751,82.891038
GOPALAPATNAM,GPT, ,17.748818,83.214877
BAKHRABAD,VKD, ,22.118541,87.36345
NARAYANGARH,NYA, ,22.174233,87.380456
BENAPUR,BPE, ,22.27135231,87.37624084
HIJILLI,HIJ, ,22.319921,87.320169
BONA KALU,BKL,Andhra Pradesh,17.031591,80.261499
BHULON,BLO,Rajasthan,24.635909,76.968812
